EQName,Strain Category,Max Vs30,Vs at 30m,Max Vs50,Vs at 50,Max Vs100,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,PGA (g),kappa surface
AKTH140104030454EW1,1,690,690,690,690,1270,90,180,0.00018936,5.5,59,122.475,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.036962673,0.088067
AKTH140112022202EW1,1,690,690,690,690,1270,90,180,0.00072558,6.5,119,137.47,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.04836514,0.088747
AKTH140205121029EW1,1,690,690,690,690,1270,90,180,0.00003518,5.3,98,139.67,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.00603774,0.078574
AKTH140402041508EW1,1,690,690,690,690,1270,90,180,0.00017002,5.2,62,110.505,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.03571556,0.077618
AKTH140407040344EW1,1,690,690,690,690,1270,90,180,0.00004215,4.7,86,129.2,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.007064594,0.078965
AKTH140408101513EW1,1,690,690,690,690,1270,90,180,0.00014646,5.6,53,128.72,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.029292368,0.083104
AKTH140502021643EW1,1,690,690,690,690,1270,90,180,0.00001274,3.9,53,121.245,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.006643451,0.070152
AKTH140507301750EW1,1,690,690,690,690,1270,90,180,0.00001376,4.3,53,120.275,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.005419792,0.089573
AKTH140611060657EW1,1,690,690,690,690,1270,90,180,0.00003038,4.3,53,124.51,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.010446993,0.080337
AKTH140801110800EW1,1,690,690,690,690,1270,90,180,0.00002808,4.7,47,141.615,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.004645827,0.081432
AKTH140806140843EW1,1,690,690,690,690,1270,90,180,0.0006591,6.9,5,101.25,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.037316515,0.066442
AKTH140807241128EW1,1,690,690,690,690,1270,90,180,0.00002683,5.1,110,135.1,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.01275767,0.065413
AKTH140902151824EW1,1,690,690,690,690,1270,90,180,0.00026192,5.7,44,140.2,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.019888545,0.087543
AKTH140904252254EW1,1,690,690,690,690,1270,90,180,0.0000612,4.9,47,137.825,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.014164878,0.10122
AKTH141001241619EW1,1,690,690,690,690,1270,90,180,0.00002697,4.3,5,145.71,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.006213131,0.077424
AKTH141008311130EW1,1,690,690,690,690,1270,90,180,0.0000401,4.8,11,147.1,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.004583624,0.064008
AKTH141103171314EW1,1,690,690,690,690,1270,90,180,0.00016705,6.1,41,136.085,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.01476855,0.069217
AKTH141104012058EW1,1,690,690,690,690,1270,90,180,0.00019559,5.9,50,146.725,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.013201246,0.069025
AKTH141104190414EW1,1,690,690,690,690,1270,90,180,0.00003052,4.7,5,61.74,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.007526525,0.062471
AKTH141105080552EW1,1,690,690,690,690,1270,90,180,0.00024631,5.7,41,146.025,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.01516216,0.086094
AKTH141105312128EW1,1,690,690,690,690,1270,90,180,0.00003927,5.4,50,140.87,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.005197494,0.077065
AKTH141106041233EW1,1,690,690,690,690,1270,90,180,0.00011564,3.9,8,42.905,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.040493951,0.060364
AKTH141106100316EW1,1,690,690,690,690,1270,90,180,0.00002337,4.8,41,139.325,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.007001372,0.079685
AKTH141107111329EW1,1,690,690,690,690,1270,90,180,0.00003381,5.2,50,141.26,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.00582258,0.072117
AKTH141108051953EW1,1,690,690,690,690,1270,90,180,0.00004753,4.9,44,145.395,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.014203627,0.085131
AKTH141108170435EW1,1,690,690,690,690,1270,90,180,0.00007084,5.4,41,142.03,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.008746106,0.07403
AKTH141109090706EW1,1,690,690,690,690,1270,90,180,0.00002593,4.5,5,130.54,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.009158071,0.080669
AKTH141109232212EW1,1,690,690,690,690,1270,90,180,0.00002926,5.2,50,141.785,100,232.5842697,316.5137615,446.7954928,469.3300273,100,1270,1270,0.004003406,0.076465
AOMH050406120205EW1,1,770,770,770,770,1050,60,1220,0.00002769,4.5,65,140.565,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.010261404,0.060007
AOMH050407040344EW1,1,770,770,770,770,1050,60,1220,0.0000683,4.7,86,114.425,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.026846069,0.062041
AOMH050412051426EW1,1,770,770,770,770,1050,60,1220,0.00002427,4.1,59,94.41,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.009716876,0.047399
AOMH050501062200EW1,1,770,770,770,770,1050,60,1220,0.00010773,5.3,56,120.5,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.03007653,0.061071
AOMH050506270046EW1,1,770,770,770,770,1050,60,1220,0.00008928,4.2,53,117.39,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.028193114,0.06098
AOMH050601032126EW1,1,770,770,770,770,1050,60,1220,0.00006886,4.8,41,142.605,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.021406902,0.068972
AOMH050608242033EW1,1,770,770,770,770,1050,60,1220,0.00001879,4.2,50,97.81,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.010801854,0.065065
AOMH050610161151EW1,1,770,770,770,770,1050,60,1220,0.00004273,4.3,47,115.98,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.017842994,0.063784
AOMH050712231853EW1,1,770,770,770,770,1050,60,1220,0.00003177,4.8,47,121.935,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.012795399,0.053752
AOMH050804291426EW1,1,770,770,770,770,1050,60,1220,0.00028948,5.8,53,119.35,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.064971219,0.052101
AOMH050805100901EW1,1,770,770,770,770,1050,60,1220,0.00004517,4.9,50,120.405,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.010771262,0.052085
AOMH050805140300EW1,1,770,770,770,770,1050,60,1220,0.000037,4.3,47,119.51,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.012198865,0.061328
AOMH050902151824EW1,1,770,770,770,770,1050,60,1220,0.00020821,5.7,44,133.32,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.028047294,0.061051
AOMH050904252254EW1,1,770,770,770,770,1050,60,1220,0.00009068,4.9,47,137.11,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.021132599,0.059682
AOMH050909100039EW1,1,770,770,770,770,1050,60,1220,0.00002927,4,56,113.705,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.01520091,0.055688
AOMH051001241619EW1,1,770,770,770,770,1050,60,1220,0.00010321,4.3,5,61.045,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.02181173,0.051968
AOMH051006191901EW1,1,770,770,770,770,1050,60,1220,0.00008782,4.8,32,142.6,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.025783524,0.080778
AOMH051103171314EW1,1,770,770,770,770,1050,60,1220,0.00021144,6.1,41,138.24,144.0633245,238.3018119,329.2402149,492.7393552,800.0955769,80,1210,1210,0.051605798,0.065045
AOMH120104030454EW1,1,530,530,530,410,820,173.9309048,2240,0.00033315,5.5,59,84.655,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.02878149,0.058121
AOMH120108140511EW1,1,530,530,530,410,820,173.9309048,2240,0.00048747,6.4,50,115.05,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.033628201,0.062153
AOMH120202141012EW1,1,530,530,530,410,820,173.9309048,2240,0.00008728,5.4,56,136.085,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.009295733,0.060281
AOMH120203022039EW1,1,530,530,530,410,820,173.9309048,2240,0.00004914,4.3,65,104.46,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.007857933,0.061258
AOMH120203070419EW1,1,530,530,530,410,820,173.9309048,2240,0.00003467,4.3,77,134.145,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.008195459,0.055812
AOMH120204040842EW1,1,530,530,530,410,820,173.9309048,2240,0.00015814,5.6,56,131.1,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.018053056,0.057799
AOMH120204210630EW1,1,530,530,530,410,820,173.9309048,2240,0.00007018,4.9,53,147.395,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.009129519,0.060151
AOMH120205301408EW1,1,530,530,530,410,820,173.9309048,2240,0.00005783,4.9,53,138.745,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.008669627,0.060359
AOMH120208120655EW1,1,530,530,530,410,820,173.9309048,2240,0.00008542,5.1,44,136.785,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.007307286,0.07443
AOMH120210142313EW1,1,530,530,530,410,820,173.9309048,2240,0.00054846,6,50,119.085,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.034191085,0.056947
AOMH120301061343EW1,1,530,530,530,410,820,173.9309048,2240,0.00006718,4.9,41,120.635,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005489132,0.064992
AOMH120312081620EW1,1,530,530,530,410,820,173.9309048,2240,0.00006684,4.9,53,114.465,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.011120005,0.060897
AOMH120404230716EW1,1,530,530,530,410,820,173.9309048,2240,0.00004001,4.8,74,129.88,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.007464323,0.06036
AOMH120406120205EW1,1,530,530,530,410,820,173.9309048,2240,0.0000545,4.5,65,120.055,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.012057125,0.059423
AOMH120407040344EW1,1,530,530,530,410,820,173.9309048,2240,0.0001263,4.7,86,107.86,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005658405,0.061652
AOMH120407260333EW1,1,530,530,530,410,820,173.9309048,2240,0.00002497,4.6,101,114.505,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.006580229,0.064499
AOMH120409222004EW1,1,530,530,530,410,820,173.9309048,2240,0.00006851,4.8,101,142.305,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.009000015,0.072011
AOMH120502262137EW1,1,530,530,530,410,820,173.9309048,2240,0.00035745,5.7,56,126.08,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.031435811,0.07068
AOMH120507301750EW1,1,530,530,530,410,820,173.9309048,2240,0.00003145,4.3,53,109.31,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.007267517,0.070508
AOMH120509030124EW1,1,530,530,530,410,820,173.9309048,2240,0.0000431,5,53,134.96,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005817481,0.063687
AOMH120603120706EW1,1,530,530,530,410,820,173.9309048,2240,0.00009342,5,41,126.1,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.010935437,0.063048
AOMH120606120804EW1,1,530,530,530,410,820,173.9309048,2240,0.00003213,4.5,74,143.605,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.006040799,0.059363
AOMH120606171351EW1,1,530,530,530,410,820,173.9309048,2240,0.00003607,4.5,41,125.825,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.006555756,0.067083
AOMH120607060208EW1,1,530,530,530,410,820,173.9309048,2240,0.00014074,5.3,41,122.725,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.015247817,0.064207
AOMH120708190217EW1,1,530,530,530,410,820,173.9309048,2240,0.00001819,4.2,50,105.495,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.004510205,0.066528
AOMH120712231853EW1,1,530,530,530,410,820,173.9309048,2240,0.00003321,4.8,47,139.31,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.00513835,0.06114
AOMH120804291426EW1,1,530,530,530,410,820,173.9309048,2240,0.00035452,5.8,53,135.725,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.023234234,0.060845
AOMH120805100901EW1,1,530,530,530,410,820,173.9309048,2240,0.00003898,4.9,50,136.795,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005092463,0.056062
AOMH120808090053EW1,1,530,530,530,410,820,173.9309048,2240,0.00009777,5.4,47,121.28,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.010363376,0.059543
AOMH120811171909EW1,1,530,530,530,410,820,173.9309048,2240,0.00001589,4.4,59,135.795,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005166902,0.061146
AOMH120812191553EW1,1,530,530,530,410,820,173.9309048,2240,0.00002432,4.3,53,99.545,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.005414693,0.052537
AOMH121001241619EW1,1,530,530,530,410,820,173.9309048,2240,0.00010786,4.3,5,81.45,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.010552023,0.062291
AOMH121002022248EW1,1,530,530,530,410,820,173.9309048,2240,0.0000222,3.8,5,81.93,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.006349773,0.062558
AOMH121009131448EW1,1,530,530,530,410,820,173.9309048,2240,0.0005842,5.8,53,135.755,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.031787614,0.064432
AOMH121009290335EW1,1,530,530,530,410,820,173.9309048,2240,0.00008928,4.1,59,125.335,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.00873081,0.054907
AOMH121010250609EW1,1,530,530,530,410,820,173.9309048,2240,0.00002291,4.3,62,122.46,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.00578689,0.063624
AOMH121103171314EW1,1,530,530,530,410,820,173.9309048,2240,0.00040189,6.1,41,120.365,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.023735934,0.061397
AOMH121105041441EW1,1,530,530,530,410,820,173.9309048,2240,0.0002235,4.7,83,97.935,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.012642442,0.05772
AOMH121105080552EW1,1,530,530,530,410,820,173.9309048,2240,0.00030768,5.7,41,123.28,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.014800161,0.083476
AOMH121108012244EW1,1,530,530,530,410,820,173.9309048,2240,0.00049574,5.7,47,131.335,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.029805285,0.063638
AOMH121108051953EW1,1,530,530,530,410,820,173.9309048,2240,0.00011329,4.9,44,127.855,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.009407902,0.063224
AOMH121108170435EW1,1,530,530,530,410,820,173.9309048,2240,0.00025868,5.4,41,125.185,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.013766169,0.061178
AOMH121109090706EW1,1,530,530,530,410,820,173.9309048,2240,0.00002778,4.5,5,131.185,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.006279412,0.070866
AOMH121110071151EW1,1,530,530,530,410,820,173.9309048,2240,0.00007716,5.3,50,145.8,193.5483871,281.0014728,333.2907283,423.0030442,423.0030442,80,820,820,0.009787236,0.059285
AOMH130104030454EW1,1,210,210,330,330,370,300,1800,0.00057064,5.5,59,69.255,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.035552406,0.058338
AOMH130108241848EW1,1,210,210,330,330,370,300,1800,0.00022437,5.1,50,99.515,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015191732,0.073685
AOMH130202141012EW1,1,210,210,330,330,370,300,1800,0.00017808,5.4,56,124.905,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015383439,0.061074
AOMH130203070419EW1,1,210,210,330,330,370,300,1800,0.00008026,4.3,77,114.1,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006581248,0.053907
AOMH130204040842EW1,1,210,210,330,330,370,300,1800,0.00027637,5.6,56,120.465,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.024001061,0.064724
AOMH130204210630EW1,1,210,210,330,330,370,300,1800,0.0000673,4.9,53,136.69,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006419114,0.066945
AOMH130205301408EW1,1,210,210,330,330,370,300,1800,0.0001247,4.9,53,127.98,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.01153401,0.066508
AOMH130207011548EW1,1,210,210,330,330,370,300,1800,0.00011886,4.2,89,84.39,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.012162155,0.055905
AOMH130207300119EW1,1,210,210,330,330,370,300,1800,0.00012907,4.4,98,105.49,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.007863032,0.061288
AOMH130208120655EW1,1,210,210,330,330,370,300,1800,0.00009732,5.1,44,115.555,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.009656713,0.073012
AOMH130210142313EW1,1,210,210,330,330,370,300,1800,0.00071004,6,50,102.02,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.035489183,0.068987
AOMH130212180048EW1,1,210,210,330,330,370,300,1800,0.00006245,4.4,44,105.515,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006090765,0.072078
AOMH130301061343EW1,1,210,210,330,330,370,300,1800,0.00011259,4.9,41,101.68,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006308984,0.066503
AOMH130312081620EW1,1,210,210,330,330,370,300,1800,0.00016807,4.9,53,100.665,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010753927,0.062866
AOMH130412060445EW1,1,210,210,330,330,370,300,1800,0.00005668,4.8,50,129.015,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.004631551,0.060507
AOMH130501062200EW1,1,210,210,330,330,370,300,1800,0.00015265,5.3,56,124.92,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.008461605,0.065155
AOMH130506270046EW1,1,210,210,330,330,370,300,1800,0.0000706,4.2,53,81.975,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.005435087,0.063687
AOMH130607060208EW1,1,210,210,330,330,370,300,1800,0.00017623,5.3,41,101.09,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010458209,0.069286
AOMH130607111547EW1,1,210,210,330,330,370,300,1800,0.00004121,4.4,50,107.885,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.004538757,0.057211
AOMH130611060657EW1,1,210,210,330,330,370,300,1800,0.00018728,4.3,53,96.075,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.020801191,0.068804
AOMH130705160521EW1,1,210,210,330,330,370,300,1800,0.00006014,4.3,41,121.06,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006925913,0.070423
AOMH130712231853EW1,1,210,210,330,330,370,300,1800,0.00006364,4.8,47,128.72,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.008076152,0.065858
AOMH130804291426EW1,1,210,210,330,330,370,300,1800,0.00036148,5.8,53,124.01,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.019955846,0.064753
AOMH130805312328EW1,1,210,210,330,330,370,300,1800,0.00008307,5,35,124.945,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.005525842,0.080585
AOMH130808090053EW1,1,210,210,330,330,370,300,1800,0.00014363,5.4,47,104.095,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.008009871,0.063012
AOMH130808161720EW1,1,210,210,330,330,370,300,1800,0.00009453,4.2,80,81.125,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006317142,0.054836
AOMH130904252254EW1,1,210,210,330,330,370,300,1800,0.00024516,4.9,47,98.05,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.014618652,0.078712
AOMH131006191901EW1,1,210,210,330,330,370,300,1800,0.00005256,4.8,32,132.995,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.005898039,0.074632
AOMH131006280603EW1,1,210,210,330,330,370,300,1800,0.00016372,5,47,132.23,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.013639724,0.061889
AOMH131007050656EW1,1,210,210,330,330,370,300,1800,0.00061481,6.3,38,143.515,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015875962,0.086032
AOMH131009131448EW1,1,210,210,330,330,370,300,1800,0.0010027,5.8,53,123.75,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.039397756,0.072576
AOMH131010112310EW1,1,210,210,330,330,370,300,1800,0.0000418,4.3,83,104.995,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.004288926,0.065204
AOMH131103171314EW1,1,210,210,330,330,370,300,1800,0.00040745,6.1,41,98.62,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.025393993,0.062683
AOMH131105030626EW1,1,210,210,330,330,370,300,1800,0.00009985,5.1,35,126.15,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006786211,0.082664
AOMH131105080552EW1,1,210,210,330,330,370,300,1800,0.000257,5.7,41,101.02,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.010981324,0.069259
AOMH131106222329EW1,1,210,210,330,330,370,300,1800,0.00012098,5.6,32,137.98,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.00754488,0.075926
AOMH131108051953EW1,1,210,210,330,330,370,300,1800,0.00013037,4.9,44,106.375,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.011013955,0.068659
AOMH131108170435EW1,1,210,210,330,330,370,300,1800,0.00033717,5.4,41,103.64,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.015928987,0.068448
AOMH131110071151EW1,1,210,210,330,330,370,300,1800,0.00008347,5.3,50,135.555,130.952381,154.2742654,183.5664336,241.8889241,279.6002814,110,430,430,0.006093824,0.059944
AOMH160105250839EW1,1,360,300,360,300,630,248.6,1460,0.00003074,4.3,32,124.05,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012445636,0.065598
AOMH160204040842EW1,1,360,300,360,300,630,248.6,1460,0.00015514,5.6,56,144.09,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.032809369,0.057856
AOMH160210142313EW1,1,360,300,360,300,630,248.6,1460,0.00034514,6,50,130.45,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.051009264,0.064208
AOMH160301061343EW1,1,360,300,360,300,630,248.6,1460,0.00006515,4.9,41,131.365,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012248831,0.072767
AOMH160404230716EW1,1,360,300,360,300,630,248.6,1460,0.00008045,4.8,74,136.84,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.017224027,0.055657
AOMH160407040344EW1,1,360,300,360,300,630,248.6,1460,0.00007634,4.7,86,109.46,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.018909617,0.064731
AOMH160408101513EW1,1,360,300,360,300,630,248.6,1460,0.00032445,5.6,53,130.58,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.03507008,0.065643
AOMH160412051426EW1,1,360,300,360,300,630,248.6,1460,0.00003655,4.1,59,109.97,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012418104,0.056782
AOMH160602261811EW1,1,360,300,360,300,630,248.6,1460,0.00002665,3.9,35,136.08,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.011520754,0.058369
AOMH160606171351EW1,1,360,300,360,300,630,248.6,1460,0.00003461,4.5,41,126.19,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.01110369,0.058951
AOMH160611060657EW1,1,360,300,360,300,630,248.6,1460,0.00008265,4.3,53,112.23,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.02565504,0.066152
AOMH160705160521EW1,1,360,300,360,300,630,248.6,1460,0.00003645,4.3,41,148,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.012147879,0.065601
AOMH160807241128EW1,1,360,300,360,300,630,248.6,1460,0.00012876,5.1,110,148.285,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.015455839,0.068809
AOMH160808090053EW1,1,360,300,360,300,630,248.6,1460,0.0000611,5.4,47,132.49,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.01329404,0.058528
AOMH160812191553EW1,1,360,300,360,300,630,248.6,1460,0.0000351,4.3,53,109.75,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.013172694,0.05147
AOMH160902151824EW1,1,360,300,360,300,630,248.6,1460,0.00041288,5.7,44,118.72,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.024636344,0.06451
AOMH160904252254EW1,1,360,300,360,300,630,248.6,1460,0.00009875,4.9,47,119.295,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.017504449,0.078436
AOMH161009131448EW1,1,360,300,360,300,630,248.6,1460,0.00039381,5.8,53,148.375,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.054533403,0.067343
AOMH161104011949EW1,1,360,300,360,300,630,248.6,1460,0.00014894,4.9,5,65.96,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.018201934,0.040694
AOMH161104192155EW1,1,360,300,360,300,630,248.6,1460,0.00005446,4.3,50,107.625,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.018441568,0.048288
