EQName,Strain Category,Max Vs30,Vs at 30m,Max Vs50,Vs at 50,Max Vs100,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,PGA (g),kappa surface
NIGH140411120224NS1,1,710,710,850,850,950,266,660,0.00005494,3.9,8,25.71,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.007477579,0.056618
NIGH140506201303NS1,1,710,710,850,850,950,266,660,0.00008959,4.9,5,35.24,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.006852493,0.044783
NIGH140701081859NS1,1,710,710,850,850,950,266,660,0.00018919,4.6,11,28.795,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.027472174,0.051297
NIGH140707161537NS1,1,710,710,850,850,950,266,660,0.0004072,5.6,11,56.56,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.030880066,0.054434
NIGH141104120726NS1,1,710,710,850,850,950,266,660,0.00022513,5.4,8,30.975,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.016871205,0.040823
NIGH141104121615NS1,1,710,710,850,850,950,266,660,0.0001085,4.5,5,32.76,320,437.6444689,516.9678845,643.440404,949.4135241,320,1330,1330,0.007838559,0.045115
NIGH180101021953NS1,1,620,620,620,620,930,220,3000,0.00005709,4.5,8,48.2,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.005888861,0.1109
NIGH180410231807NS1,1,620,620,620,620,930,220,3000,0.00022428,5.7,8,58.225,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.017898059,0.11142
NIGH180410231812NS1,1,620,620,620,620,930,220,3000,0.0011287,5.7,8,58.225,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.041702314,0.10843
NIGH180410231857NS1,1,620,620,620,620,930,220,3000,0.00020214,5.1,5,59.7,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.014227081,0.11826
NIGH180410231936NS1,1,620,620,620,620,930,220,3000,0.00019163,5,5,57.74,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.009812729,0.12214
NIGH180410232334NS1,1,620,620,620,620,930,220,3000,0.00035963,5,11,71.615,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.033961648,0.098308
NIGH180410240928NS1,1,620,620,620,620,930,220,3000,0.00018853,4.6,11,63.945,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.017059852,0.12327
NIGH180410241421NS1,1,620,620,620,620,930,220,3000,0.00008293,4.7,5,60.265,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.006337536,0.14294
NIGH180410250605NS1,1,620,620,620,620,930,220,3000,0.00045593,5.6,14,72.935,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.034805973,0.11104
NIGH180410271040NS1,1,620,620,620,620,930,220,3000,0.0011168,5.8,11,75.49,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.034021812,0.10632
NIGH180411010435NS1,1,620,620,620,620,930,220,3000,0.0002269,4.8,5,63.4,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.017834837,0.12618
NIGH180411040857NS1,1,620,620,620,620,930,220,3000,0.00024355,5.1,11,79.43,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.014402472,0.11403
NIGH180411060253NS1,1,620,620,620,620,930,220,3000,0.00009865,4.9,5,79.255,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.007696818,0.1198
NIGH180411081116NS1,1,620,620,620,620,930,220,3000,0.00051089,5.5,5,82.925,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.03568089,0.1179
NIGH180411081127NS1,1,620,620,620,620,930,220,3000,0.00007742,4.8,5,83.085,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.005408575,0.12356
NIGH180411081132NS1,1,620,620,620,620,930,220,3000,0.00005228,4.8,5,84.67,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.005647188,0.13028
NIGH180411090416NS1,1,620,620,620,620,930,220,3000,0.0001342,4.6,5,78.415,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.008412659,0.10391
NIGH180412281830NS1,1,620,620,620,620,930,220,3000,0.0000996,4.7,5,75.76,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.008500354,0.11015
NIGH180506201303NS1,1,620,620,620,620,930,220,3000,0.00010568,4.9,5,44.025,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.006475198,0.098806
NIGH180508211129NS1,1,620,620,620,620,930,220,3000,0.00017792,4.6,8,57.855,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.026782846,0.13328
NIGH180612260517NS1,1,620,620,620,620,930,220,3000,0.00007915,4.6,8,104.45,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.008290293,0.091867
NIGH180701081859NS1,1,620,620,620,620,930,220,3000,0.0002168,4.6,11,68.945,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.016877323,0.11326
NIGH180703251811NS1,1,620,620,620,620,930,220,3000,0.00015283,5.2,8,131.295,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.010745769,0.11994
NIGH180905121940NS1,1,620,620,620,620,930,220,3000,0.00024063,4.6,8,29.24,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.039881101,0.11028
NIGH181010021235NS1,1,620,620,620,620,930,220,3000,0.00005384,4.2,14,33.725,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.006531282,0.090521
NIGH181010030637NS1,1,620,620,620,620,930,220,3000,0.00010233,4.3,17,34.435,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.007715173,0.085837
NIGH181010030652NS1,1,620,620,620,620,930,220,3000,0.00008136,4.5,20,33.65,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.009534347,0.076556
NIGH181103120432NS1,1,620,620,620,620,930,220,3000,0.00091421,5.6,5,26.24,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.043743786,0.092068
NIGH181103120542NS1,1,620,620,620,620,930,220,3000,0.00036092,5,5,29.605,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.01153605,0.12012
NIGH181104120732NS1,1,620,620,620,620,930,220,3000,0.00006856,4.6,5,31.18,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.007563235,0.088561
NIGH181104121615NS1,1,620,620,620,620,930,220,3000,0.00013521,4.5,5,29.235,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.014916409,0.089607
NIGH181106021133NS1,1,620,620,620,620,930,220,3000,0.0000592,4.6,5,39.855,229.7297297,311.0979929,388.5284577,538.5611119,559.988408,170,930,930,0.004065609,0.11187
NMRH040008291619NS1,1,260,260,260,260,320,672.4,2160,0.00012182,4.5,50,65.745,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.009600628,0.051261
NMRH040011141253NS1,1,260,260,260,260,320,672.4,2160,0.00018534,5.5,35,108.86,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.014585001,0.079908
NMRH040104140816NS1,1,260,260,260,260,320,672.4,2160,0.00018166,5.5,32,85.76,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.016557132,0.075604
NMRH040107052212NS1,1,260,260,260,260,320,672.4,2160,0.00022404,5,74,77.08,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.014847068,0.04839
NMRH040112111840NS1,1,260,260,260,260,320,672.4,2160,0.00031513,4.6,62,113.225,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.035162874,0.06682
NMRH040208050607NS1,1,260,260,260,260,320,672.4,2160,0.00010992,4,65,71.06,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.024989166,0.054622
NMRH040208250341NS1,1,260,260,260,260,320,672.4,2160,0.00048759,6.1,35,93.825,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.032613584,0.074448
NMRH040304292043NS1,1,260,260,260,260,320,672.4,2160,0.00008757,4.3,83,128.44,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.023063941,0.057147
NMRH040307030852NS1,1,260,260,260,260,320,672.4,2160,0.00040408,5.8,26,114.48,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.01336644,0.082619
NMRH040309261527NS1,1,260,260,260,260,320,672.4,2160,0.00035796,5.8,26,135.22,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.01157072,0.057031
NMRH040309281318NS1,1,260,260,260,260,320,672.4,2160,0.00013167,5.6,41,99.355,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.014071064,0.074036
NMRH040310082232NS1,1,260,260,260,260,320,672.4,2160,0.00018132,5.8,26,125.475,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.011322929,0.077974
NMRH040310090815NS1,1,260,260,260,260,320,672.4,2160,0.00023022,5.7,26,129.345,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.009000015,0.074496
NMRH040312291031NS1,1,260,260,260,260,320,672.4,2160,0.00037328,6.2,35,110.57,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.015643466,0.074742
NMRH040401150910NS1,1,260,260,260,260,320,672.4,2160,0.00034648,5.1,107,143.4,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.035997002,0.076705
NMRH040402081930NS1,1,260,260,260,260,320,672.4,2160,0.00013222,5,47,82.135,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.010625443,0.061933
NMRH040402171646NS1,1,260,260,260,260,320,672.4,2160,0.00035886,5.6,41,88.575,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.022831446,0.067285
NMRH040406071314NS1,1,260,260,260,260,320,672.4,2160,0.00012008,4.8,65,133.38,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.009308989,0.063136
NMRH040411291700NS1,1,260,260,260,260,320,672.4,2160,0.00019712,4.9,41,68.155,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.023406566,0.059753
NMRH040411301455NS1,1,260,260,260,260,320,672.4,2160,0.00022759,4.1,44,66.695,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.024001061,0.065613
NMRH040411302025NS1,1,260,260,260,260,320,672.4,2160,0.00015178,4,44,66.77,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.016369504,0.063392
NMRH040412071830NS1,1,260,260,260,260,320,672.4,2160,0.00033024,4.4,44,71.455,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.062139467,0.069955
NMRH040412220034NS1,1,260,260,260,260,320,672.4,2160,0.00027883,5.6,41,72.465,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.0240031,0.057645
NMRH040501130503NS1,1,260,260,260,260,320,672.4,2160,0.00016421,4.9,17,121.395,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.005611498,0.086176
NMRH040501160759NS1,1,260,260,260,260,320,672.4,2160,0.00009715,4.1,62,70.475,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.013824293,0.044791
NMRH040505190133NS1,1,260,260,260,260,320,672.4,2160,0.00020063,4.9,53,83.21,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.035657437,0.068202
NMRH040604102026NS1,1,260,260,260,260,320,672.4,2160,0.0002504,5.1,125,122.05,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.013880377,0.057656
NMRH040605032207NS1,1,260,260,260,260,320,672.4,2160,0.00021196,4.9,41,76.665,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.010432717,0.059415
NMRH040608310338NS1,1,260,260,260,260,320,672.4,2160,0.00038933,4.8,104,114.66,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.036047988,0.070111
NMRH040609300037NS1,1,260,260,260,260,320,672.4,2160,0.00023682,4.6,71,75.125,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.030319222,0.065255
NMRH040703301805NS1,1,260,260,260,260,320,672.4,2160,0.00025502,5.6,101,145.865,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.03054254,0.063964
NMRH040903201552NS1,1,260,260,260,260,320,672.4,2160,0.00022289,5,65,116.59,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.019053397,0.052708
NMRH041003171929NS1,1,260,260,260,260,320,672.4,2160,0.00008943,4,68,70.855,129.0322581,168.1034483,199.5131245,236.7551358,288.999491,100,410,410,0.014134286,0.042952
SITH040308181859NS1,1,450,450,450,450,540,1002,2580,0.00021497,4.8,71,85.27,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.011306613,0.066453
SITH040310151630NS1,1,450,450,450,450,540,1002,2580,0.00025039,5.1,68,87.37,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.012535371,0.070958
SITH040407171510NS1,1,450,450,450,450,540,1002,2580,0.00008319,5.6,59,142.535,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.005691036,0.062371
SITH040408060323NS1,1,450,450,450,450,540,1002,2580,0.00009205,4.7,71,89.95,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.005216868,0.066039
SITH040410062340NS1,1,450,450,450,450,540,1002,2580,0.00024917,5.7,65,81.7,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.009168268,0.070817
SITH040502160446NS1,1,450,450,450,450,540,1002,2580,0.00019716,5.4,53,57.95,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.010748829,0.060149
SITH040507281915NS1,1,450,450,450,450,540,1002,2580,0.00009378,4.9,56,66.775,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.007011569,0.068122
SITH040602012036NS1,1,450,450,450,450,540,1002,2580,0.00009459,5.1,95,107.1,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.008071054,0.057619
SITH040608311718NS1,1,450,450,450,450,540,1002,2580,0.0002536,4.8,77,88.17,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.010581595,0.067419
SITH040809210717NS1,1,450,450,450,450,540,1002,2580,0.00012262,4.8,83,85.895,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.007358272,0.04869
SITH040908110507NS1,1,450,450,450,450,540,1002,2580,0.00030518,6.2,20,141.37,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.006266156,0.067247
SITH041103152231NS1,1,450,450,450,450,540,1002,2580,0.00023091,5.9,8,90.98,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.00610708,0.062285
SITH041103191856NS1,1,450,450,450,450,540,1002,2580,0.00026267,5.8,5,139.63,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.012105051,0.060923
SITH041103240856NS1,1,450,450,450,450,540,1002,2580,0.00006858,4.8,53,78.91,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.006150928,0.057051
SITH041104120808NS1,1,450,450,450,450,540,1002,2580,0.00023126,6.3,26,119.27,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.006459902,0.066172
SITH041104161119NS1,1,450,450,450,450,540,1002,2580,0.00020932,5.8,80,100.555,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.008976562,0.060404
SITH041107152101NS1,1,450,450,450,450,540,1002,2580,0.00011492,5.5,71,88.12,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.006147869,0.05674
SITH041108170923NS1,1,450,450,450,450,540,1002,2580,0.00005233,4.4,86,84.64,290,328.9915966,368.6440678,424.3902439,874.4149433,290,1440,1440,0.006487435,0.062933
SITH110303131213NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00005136,4.9,50,73.155,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.025082979,0.070723
SITH110304080417NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003933,4.8,44,75.985,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.022965029,0.062157
SITH110305120057NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0001111,5.2,50,84.785,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.015713827,0.077284
SITH110305120059NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00004969,4.5,44,86.58,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.017625795,0.080309
SITH110307111424NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003242,3.9,23,47.285,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.01850581,0.074221
SITH110308181859NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00008474,4.8,71,101.57,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.012211102,0.082365
SITH110309201255NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0002256,5.7,59,131.87,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.037254312,0.084385
SITH110310151630NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00012593,5.1,68,103.225,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.041497351,0.084644
SITH110407102007NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002766,4.7,50,75.485,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013039111,0.066748
SITH110408060323NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00004342,4.7,71,105.875,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.021829065,0.080348
SITH110410062340NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00015679,5.7,65,96.885,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.018881065,0.07688
SITH110502160446NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00008466,5.4,53,70.98,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.021880051,0.069431
SITH110502232159NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002794,4.3,50,75.74,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013920146,0.062649
SITH110505070452NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003007,4.1,35,42.9,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.021175427,0.074244
SITH110507231635NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00031629,5.9,68,107.605,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.063913773,0.084695
SITH110507281915NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00012204,4.9,56,76.425,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.051818919,0.066592
SITH110508070105NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003218,4.7,62,109.43,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013244074,0.081483
SITH110510161605NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0000924,5,53,76.415,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.026689032,0.069847
SITH110601141530NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00001657,4.3,59,92.125,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.01279234,0.055835
SITH110602012036NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00017434,5.1,95,118.6,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.03492732,0.080492
SITH110604210250NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00006376,5.6,8,101.295,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.017368826,0.085551
SITH110606200647NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00005283,4.7,68,99.31,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.01268527,0.086423
SITH110608311718NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00009179,4.8,77,103.515,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.025289982,0.083219
SITH110701091318NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003839,4.4,86,93.08,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.034582656,0.067073
SITH110706010729NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00007256,4.4,59,73.105,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.02296197,0.070192
SITH110706021443NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0000276,4.5,53,88.645,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.017470798,0.070361
SITH110706041334NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00001902,4.4,53,74.5,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.014239317,0.06633
SITH110710060346NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00003072,4,26,60.2,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.01465944,0.072079
SITH110710172233NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00001942,4,56,80.815,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.012129524,0.071465
SITH110803080155NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002615,5.1,59,145.91,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.010770243,0.070477
SITH110804041902NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00011055,4.8,56,77.47,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.04196948,0.070124
SITH110808081257NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0000439,4.6,38,45.145,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.020757343,0.078291
SITH110809210717NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0001116,4.8,83,102.405,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.020798132,0.076159
SITH110908110507NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00039013,6.2,20,133.78,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.041568731,0.085595
SITH111002170459NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002355,4.7,86,149.135,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.010289956,0.086748
SITH111011051914NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00004016,4.5,50,70.62,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.024851504,0.074467
SITH111103120359NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00030604,6.2,5,132.82,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.010813071,0.088526
SITH111103161252NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00012435,5.8,8,144.64,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.011013955,0.068675
SITH111104120808NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00030455,6.3,26,143.84,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.023793038,0.091014
SITH111104161119NS1,1,1100,1100,1600,1600,1800,14,161.3,0.0002366,5.8,80,107.535,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.0651099,0.076606
SITH111104190237NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00008946,4.2,80,96.345,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.02123457,0.078331
SITH111104192310NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00006926,4.9,62,77.595,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.025924245,0.066293
SITH111104212237NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00010736,6.1,44,134.105,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.010228773,0.090479
SITH111104262112NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00005353,4.9,59,80.445,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013795741,0.071209
SITH111107152101NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00010259,5.5,71,100.815,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.029486114,0.074261
SITH111108012358NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00019261,5.8,11,141.135,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.019173724,0.08204
SITH111108021237NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002066,4.2,65,99.31,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013822253,0.090724
SITH111108170923NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00004866,4.4,86,92.435,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.023934779,0.077073
SITH111108311833NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00002973,4.7,68,107.435,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.013954816,0.0836
SITH111109040553NS1,1,1100,1100,1600,1600,1800,14,161.3,0.00009474,4.9,89,93.09,199.2753623,371.6216216,527.1612279,803.6584046,812.4765327,110,1800,1800,0.022677469,0.0729
TCGH150007210339NS1,1,980,980,980,980,980,235,920,0.00067629,6,50,115.78,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.028059531,0.061115
TCGH150010042000NS1,1,980,980,980,980,980,235,920,0.00001499,3.9,56,88.705,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.004121693,0.047281
TCGH150110180630NS1,1,980,980,980,980,980,235,920,0.00025186,4.3,53,70.59,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.138923078,0.057198
TCGH150202051957NS1,1,980,980,980,980,980,235,920,0.0001015,4.5,71,82.335,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.034142138,0.065322
TCGH150202122244NS1,1,980,980,980,980,980,235,920,0.00015576,5.5,44,116.6,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.018365089,0.05411
TCGH150203170301NS1,1,980,980,980,980,980,235,920,0.00009181,4.1,53,69.495,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.03057721,0.049029
TCGH150301211319NS1,1,980,980,980,980,980,235,920,0.00003349,5.1,47,115.42,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.004536717,0.054318
TCGH150304080417NS1,1,980,980,980,980,980,235,920,0.00025929,4.8,44,70.77,237.704918,423.0005954,547.4649407,702.4915958,863.4586859,100,1170,1170,0.113718752,0.049662
