Strain Category,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,EQcategory1,boreholeDepth,PGA (g),kappa surface
1,34,440,0.00029291,5.6,47,134.635,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,4,115,0.024676113,0.054702
1,34,440,0.00035435,5.4,11,83.605,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.039539496,0.055929
1,34,440,0.00025315,4.4,8,32.73,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.02777707,0.050003
1,34,440,0.00051883,5.7,20,140.535,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.029755319,0.053167
1,34,440,0.00015692,4,8,36.015,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.032227111,0.052234
1,34,440,0.00097209,6.3,50,127.525,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,3,115,0.044046642,0.06187
1,34,440,0.00063623,5.1,5,46.945,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.045787297,0.069349
1,34,440,0.00055402,5.7,53,112.865,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,3,115,0.043163568,0.058302
1,34,440,0.00027081,4.2,8,32.69,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,2,115,0.031210454,0.048849
1,34,440,0.00031631,6.1,41,117.74,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,3,115,0.025960955,0.050797
1,22,105,0.00040324,6,50,98.185,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.056523889,0.052672
1,22,105,0.000063979,4,65,88.49,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.058788679,0.056052
1,22,105,0.00022282,4.8,74,107.17,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.059441297,0.048928
1,22,105,0.00038607,5.5,50,70.495,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.083242494,0.04885
1,22,105,0.00042359,5.1,59,99.385,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.070849882,0.058281
1,22,105,0.00047069,6.8,35,140.83,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.076057573,0.057353
1,22,105,0.00074001,6.5,44,120.86,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.063368225,0.051761
1,22,105,0.00064567,5.9,32,112.525,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.112652129,0.04322
1,22,105,0.00060267,5.8,5,44.02,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.078853635,0.046696
1,22,105,0.0015219,6.1,44,120.015,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.107467892,0.053018
1,22,105,0.00017484,5,8,32.7,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.07941142,0.037401
1,22,105,0.000093246,4,5,22.81,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.077671784,0.044994
1,22,105,0.0004959,5.8,80,131.605,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.107450557,0.063541
1,22,105,0.00035391,5.1,11,58.21,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.104741171,0.05044
1,22,105,0.00018437,5.6,47,115.7,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.062926688,0.051336
1,22,105,0.00018841,4.9,5,24.975,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.075411073,0.04846
1,22,105,0.00049963,5.5,56,73.45,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.14053321,0.039789
1,22,105,0.00084804,6.3,50,109.78,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.119483208,0.05394
1,22,105,0.0011191,6.3,56,125.175,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,4,105,0.123298986,0.042204
1,22,105,0.00020046,5.1,5,28.4,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,2,105,0.103961088,0.049485
1,22,105,0.00020591,6.1,41,98.82,322.5806452,448.5488127,612.8334535,931.1022135,958.4247507,250,2320,2320,3,105,0.062708468,0.04724
1,52,1260,0.0006194,5,32,70.97,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,4,147,0.04351333,0.075777
1,52,1260,0.0001822,4.8,74,83.475,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,4,147,0.023361698,0.063674
1,52,1260,0.00022035,5.1,38,88.225,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,4,147,0.02619345,0.082222
1,52,1260,0.00086666,6.3,44,76.47,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,3,147,0.033370213,0.070501
1,52,1260,0.00064223,5.4,41,60.725,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,3,147,0.043240046,0.070157
1,52,1260,0.00040174,5.7,8,69.905,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.03352419,0.0811
1,52,1260,0.00069898,6.1,44,92.4,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,4,147,0.026675776,0.067799
1,52,1260,0.00023409,4.6,5,14.64,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.025956876,0.074266
1,52,1260,0.00032449,4.7,11,39.66,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.04531211,0.071921
1,52,1260,0.00056696,5.1,11,30.92,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.057187725,0.066292
1,52,1260,0.00057605,5.6,47,91.735,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,4,147,0.027112215,0.069814
1,52,1260,0.00065461,6,41,73.345,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,3,147,0.043216593,0.074317
1,52,1260,0.00085265,5.1,5,15.435,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.035831808,0.069177
1,52,1260,0.00070691,6.1,41,74.13,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,3,147,0.041337256,0.075094
1,52,1260,0.00023689,4.4,14,33.57,180.5429864,236.5612648,252.2123894,396.8404942,503.9424875,120,1210,1210,2,147,0.027083663,0.07099
1,30,52,0.00045168,6,50,122.94,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.069066399,0.052962
1,30,52,0.00024165,5.5,50,119.535,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.090551819,0.062486
1,30,52,0.00019622,5.5,44,117.66,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.036593536,0.056813
1,30,52,0.00037663,6.1,5,110.13,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.051322317,0.06327
1,30,52,0.00016836,5.7,38,134.38,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.024519076,0.061668
1,30,52,0.000037406,5.3,35,141.32,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.011596213,0.046839
1,30,52,0.000122,5.9,5,134.12,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.011670652,0.057006
1,30,52,0.00038136,5,83,123.63,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.058626544,0.047021
1,30,52,0.00014405,4.6,80,102.47,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.038685994,0.045345
1,30,52,0.000048661,4.4,50,97.875,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.010572418,0.041329
1,30,52,0.00017278,5.7,41,114.16,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.054369229,0.055967
1,30,52,0.00021427,4.9,53,92.745,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.063874004,0.048312
1,30,52,0.000016379,4.1,41,97.94,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.011778742,0.048176
1,30,52,0.00036635,6.2,44,89.495,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.052262495,0.049066
1,30,52,0.00035708,5.8,44,115.14,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.073779527,0.057294
1,30,52,0.00016116,5.3,14,49.23,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.043401161,0.042362
1,30,52,0.0014029,6.1,44,123.475,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.070802976,0.055026
1,30,52,0.00065439,5.7,5,47.78,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.057984123,0.047036
1,30,52,0.00029128,5.5,8,58.945,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.06155313,0.04307
1,30,52,0.000078989,4.3,53,87.54,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.036871919,0.049904
1,30,52,0.00023109,5.6,47,117.295,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.029331117,0.048371
1,30,52,0.000098513,6,41,103.5,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,3,100,0.030924934,0.047928
1,30,52,0.000032213,4.5,5,49.605,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,2,100,0.01304217,0.044696
1,30,52,0.000024362,4.3,41,93.59,179.0697674,307.1808511,440.329898,736.5210275,736.5210275,140,2250,2250,4,100,0.011864398,0.05096
1,40,40,0.0001026,4.4,71,78.195,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.061361423,0.031459
1,40,40,0.00020246,5.3,68,77.63,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.066686381,0.030462
1,40,40,0.00023442,4.8,74,105.585,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.03675873,0.033271
1,40,40,0.00013336,5.1,92,137.68,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.035136362,0.028323
1,40,40,0.00032113,5.7,41,103.74,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.061105474,0.036916
1,40,40,0.00070439,6.5,44,99.27,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.104399566,0.03803
1,40,40,0.00030973,5.4,41,83.65,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.046475606,0.032379
1,40,40,0.00078551,6.2,44,75.83,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.086799264,0.026397
1,40,40,0.00044283,5.8,5,73.495,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,2,100,0.046879413,0.027708
1,40,40,0.0003591,5.3,14,41.96,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,2,100,0.046889611,0.028747
1,40,40,0.00025354,4.4,20,48.815,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,2,100,0.040946705,0.024991
1,40,40,0.00018312,5.3,53,94.94,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.063915812,0.032145
1,40,40,0.00017823,5.4,68,140.205,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,4,100,0.052809063,0.033913
1,40,40,0.00043969,5.6,53,81.625,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.081109247,0.027006
1,40,40,0.00053476,5.5,56,75.495,241.5789474,338.0637813,488.6730326,842.7597956,842.7597956,170,3060,3060,3,100,0.11383296,0.025449
1,204,620,0.00029477,5.7,29,116.91,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.023329068,0.068847
1,204,620,0.00022536,4.9,38,85.71,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.015975894,0.063606
1,204,620,0.00022455,5,32,102.615,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.013853864,0.064858
1,204,620,0.00075686,5.5,50,84.04,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.051480373,0.064649
1,204,620,0.00035653,5.5,44,107.12,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.019541842,0.058459
1,204,620,0.00022603,5.5,29,123.05,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.015489489,0.087316
1,204,620,0.00070282,6.1,5,97.04,350,350,392.3766816,469.4784062,481.3592077,350,610,610,2,112,0.030195836,0.065043
1,204,620,0.00058001,6.7,26,146.725,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.029840975,0.08318
1,204,620,0.00049434,5.7,38,123.125,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.035345403,0.06715
1,204,620,0.00047529,5.9,38,126.37,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.020430014,0.059989
1,204,620,0.00017968,5.7,35,96.355,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.015777049,0.053714
1,204,620,0.00017978,4.3,77,102.04,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.019347076,0.060721
1,204,620,0.00021146,5.5,17,115.655,350,350,392.3766816,469.4784062,481.3592077,350,610,610,2,112,0.014735919,0.060305
1,204,620,0.00013508,4.6,80,82.95,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.013718242,0.05019
1,204,620,0.00012974,4.1,80,102.955,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.013958895,0.066251
1,204,620,0.00024533,5.2,44,72.67,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.015999347,0.047136
1,204,620,0.00032523,5.8,29,127.21,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.015345709,0.079135
1,204,620,0.00011972,5.1,92,122.54,350,350,392.3766816,469.4784062,481.3592077,350,610,610,4,112,0.014439182,0.048719
1,204,620,0.00016094,4.6,65,86.085,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.018571072,0.049572
1,204,620,0.00027006,5,41,73.095,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.016582625,0.043281
1,204,620,0.00028243,4.7,44,66.865,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.027779109,0.051146
1,204,620,0.00023624,4.7,53,65.565,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.019886506,0.063448
1,204,620,0.00023433,4.6,47,103.055,350,350,392.3766816,469.4784062,481.3592077,350,610,610,3,112,0.02062478,0.058227
1,175,3600,0.00012358,4.9,50,79.135,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,1,2000,0.010684586,0.061543
1,175,3600,0.000062372,5,62,139.825,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,3,2000,0.006931011,0.055104
1,175,3600,0.00095483,6.6,5,101.12,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.032684964,0.061334
1,175,3600,0.0004589,5.9,5,111.89,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.018520086,0.064648
1,175,3600,0.00026282,5.7,8,106.25,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.010711099,0.054741
1,175,3600,0.00088343,6.3,11,105.55,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.041857311,0.076768
1,175,3600,0.00049254,5.8,11,105.075,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.020154691,0.069824
1,175,3600,0.00029325,5.9,68,133.875,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,3,2000,0.007822243,0.049609
1,175,3600,0.00020012,4.9,56,79.395,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,1,2000,0.013715183,0.054884
1,175,3600,0.000095526,4.5,50,78.64,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,1,2000,0.011782821,0.054738
1,175,3600,0.00045896,6.2,5,86.605,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.015812739,0.053682
1,175,3600,0.00020751,5.9,8,119.42,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.008127138,0.06733
1,175,3600,0.00052508,5.8,5,130.895,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.018328379,0.061972
1,175,3600,0.0014838,6.6,5,141.935,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.037964035,0.067268
1,175,3600,0.00050499,5.5,8,144.875,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.01667236,0.06489
1,175,3600,0.00030247,5.4,5,148.895,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.007209394,0.069685
1,175,3600,0.0009218,5.8,80,99.82,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,4,2000,0.037288982,0.047797
1,175,3600,0.00017399,4.9,62,77.435,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,3,2000,0.007693759,0.058927
1,175,3600,0.00018015,4.9,59,87.36,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,1,2000,0.00787017,0.060218
1,175,3600,0.00012494,5.1,5,132.14,481,506.3157895,511.7021277,515.8176944,961.0881074,370,1070,1070,2,2000,0.006182539,0.077288
1,115,3100,0.00011519,4.4,23,37.855,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,2,115,0.015851489,0.10443
1,115,3100,0.00091749,6.4,50,144.37,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.027643487,0.11849
1,115,3100,0.00011524,4.7,62,72.135,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.010364396,0.10188
1,115,3100,0.0001252,5,56,76.325,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.010227754,0.095178
1,115,3100,0.00045429,6,50,136.175,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.015473174,0.10178
1,115,3100,0.00016602,5.4,59,81.875,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.008489137,0.10561
1,115,3100,0.00016441,5.2,56,71.15,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.013445978,0.11382
1,115,3100,0.000075508,4.6,53,77.08,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.011492202,0.097792
1,115,3100,0.00011267,4.8,62,89.21,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.012707703,0.088143
1,115,3100,0.00023682,5.3,53,73.1,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.018736266,0.098536
1,115,3100,0.00014147,5,56,80.115,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.007958885,0.10512
1,115,3100,0.00012355,5.2,47,77.56,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.010590773,0.1006
1,115,3100,0.00022364,4.9,59,68.91,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.025597936,0.096417
1,115,3100,0.00021453,5.1,113,115.155,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.008786895,0.099335
1,115,3100,0.000080029,4.7,59,81.695,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.006447666,0.099449
1,115,3100,0.0001695,4.9,53,78.3,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.013444958,0.097115
1,115,3100,0.000074867,5.1,50,78.195,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.006075469,0.10257
1,115,3100,0.00033462,5.7,53,75.26,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.01483891,0.10647
1,115,3100,0.00012947,4.8,62,71.015,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.009255964,0.10206
1,115,3100,0.000078154,5.1,56,76.915,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.00653944,0.1022
1,115,3100,0.0011353,5.5,135,132.635,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.032701279,0.10502
1,115,3100,0.000052788,4.5,50,81.075,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.007165546,0.10904
1,115,3100,0.00018364,5,130,126.375,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.009766842,0.090834
1,115,3100,0.000068284,4.7,59,85.18,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.008396343,0.095332
1,115,3100,0.0001876,5.4,53,80.795,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.008866432,0.10814
1,115,3100,0.000066159,4.5,56,76.8,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.008644134,0.09713
1,115,3100,0.00027275,5.5,113,114.525,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.015530278,0.09384
1,115,3100,0.00010214,4.9,53,81.74,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.012563923,0.10002
1,115,3100,0.000071625,4.8,53,72.645,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.012623067,0.10257
1,115,3100,0.0001317,4.8,62,90.175,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.017435108,0.090731
1,115,3100,0.00015788,5,56,79.275,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.014845029,0.096833
1,115,3100,0.00009109,4.9,104,118.58,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.006563913,0.1026
1,115,3100,0.000098422,4.3,23,40.305,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,2,115,0.010319528,0.10534
1,115,3100,0.00011059,4.7,59,72.42,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.007112521,0.11204
1,115,3100,0.00034445,5.4,56,74.55,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.009944273,0.11204
1,115,3100,0.00029813,4.9,62,74.51,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.023638042,0.093753
1,115,3100,0.00061278,5,5,22.17,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,2,115,0.032992918,0.10567
1,115,3100,0.000053242,4.6,98,107.015,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,4,115,0.008038423,0.10392
1,115,3100,0.00021136,5.1,59,78.63,280,412.2140609,498.3290739,626.1748172,657.1205769,280,980,980,3,115,0.007775336,0.098225
1,51,178.5,0.000058652,4,8,70.685,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.016297105,0.061456
1,51,178.5,0.000017433,4.3,5,61.09,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.004474515,0.062767
1,51,178.5,0.000021333,4.4,8,62.64,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.008284175,0.057265
1,51,178.5,0.000053143,4.3,8,57.01,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.005730805,0.053012
1,51,178.5,0.000019513,4.2,5,67.175,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.004722306,0.059635
1,51,178.5,0.000062303,4.4,41,111.205,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,1,100,0.006831079,0.065478
1,51,178.5,0.00024124,5.1,38,100.905,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,1,100,0.018933071,0.061925
1,51,178.5,0.000052881,4.7,44,131.6,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,1,100,0.010765144,0.072278
1,51,178.5,0.000032838,3.7,11,35.335,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.009065277,0.059033
1,51,178.5,0.000072772,4,11,30.495,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.012414025,0.041903
1,51,178.5,0.000024617,4.2,50,87.93,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,1,100,0.003853508,0.057979
1,51,178.5,0.00016703,5,38,132.855,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,4,100,0.017710431,0.070887
1,51,178.5,0.00016624,4.9,11,29.98,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.030962663,0.039768
1,51,178.5,0.000042726,4.2,17,62.685,208.6363636,279.1889935,367.042696,597.6936463,597.6936463,170,1650,1650,2,100,0.005644129,0.045227
1,518,700,0.000059017,4.9,65,66.36,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.017419812,0.053194
1,518,700,0.000076987,5.4,38,114.175,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.007098245,0.059623
1,518,700,0.00015636,5.2,50,52.74,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,1,900,0.01739228,0.050501
1,518,700,0.00025219,5.7,38,117.515,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.017258697,0.067763
1,518,700,0.00015544,5.3,35,103.82,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.016503087,0.045928
1,518,700,0.00022753,6,50,81.745,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.018132594,0.071877
1,518,700,0.00016809,5.9,68,88.575,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.025483728,0.060912
1,518,700,0.00019668,4.9,56,51.555,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,1,900,0.020857275,0.043112
1,518,700,0.000043772,4.8,77,90.47,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,4,900,0.011747131,0.073317
1,518,700,0.00025758,4.5,53,45.625,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,1,900,0.048141822,0.051697
1,518,700,0.0025556,7.8,35,98.415,110,144.137931,191.7431193,254.8780488,679.8146159,110,2530,2530,3,900,0.135148088,0.070639
