Strain Category,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,EQcategory1,boreholeDepth,PGA (g),kappa surface
1,34,44,0.00011206,5.7,35,109.52,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.011265825,0.056806
1,34,44,0.000022787,4.4,65,81.875,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.012231496,0.032644
1,34,44,0.000071919,5.7,23,100.4,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.011448354,0.064094
1,34,44,0.000026944,3.9,50,76.15,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.015651624,0.040355
1,34,44,0.000042718,4.3,8,98.98,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.013535713,0.051398
1,34,44,0.00008145,4.9,56,109.525,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,1,100,0.013508181,0.044456
1,34,44,0.00074702,6.3,44,71.995,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.065178221,0.046069
1,34,44,0.00052396,5.5,50,74.315,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.044992938,0.043852
1,34,44,0.00010016,4.6,56,70.16,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.03323765,0.040829
1,34,44,0.000036274,4.6,29,84.02,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.016255296,0.05258
1,34,44,0.000083649,4.6,80,126.895,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.023993922,0.048897
1,34,44,0.000091155,4.5,53,99.88,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,1,100,0.01178588,0.047467
1,34,44,0.000065203,5.9,38,122.105,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.012794379,0.04039
1,34,44,0.00036769,4.7,62,66.3,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.040229844,0.038491
1,34,44,0.000032827,3.9,41,72.785,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.011399408,0.040475
1,34,44,0.00065956,6.8,35,114.42,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.043524547,0.049115
1,34,44,0.00010061,4.7,50,77.825,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.019612202,0.03832
1,34,44,0.000069963,4.5,44,99.495,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.015160121,0.044923
1,34,44,0.00010341,4.5,95,97.42,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.033327385,0.042088
1,34,44,0.000078304,4.4,41,75.495,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.0094854,0.040395
1,34,44,0.00025142,5.5,74,140.16,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.035797138,0.033905
1,34,44,0.00030043,6.5,44,146.42,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.036645542,0.044666
1,34,44,0.00011895,5,35,106.18,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.021818868,0.048297
1,34,44,0.00012919,4.9,41,82.35,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.02051669,0.04165
1,34,44,0.000034814,4,44,75.255,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.013554068,0.045829
1,34,44,0.00060084,5.8,8,107.01,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.046812112,0.051267
1,34,44,0.000045658,4.6,35,76.955,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.015448701,0.031972
1,34,44,0.000076929,5.1,53,134.13,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.013361342,0.041882
1,34,44,0.000051089,4.8,47,67.485,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.013243054,0.035288
1,34,44,0.00036348,4.9,62,109.805,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.051906614,0.049317
1,34,44,0.000049309,4.3,53,75.21,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.010693764,0.032838
1,34,44,0.00046601,6.1,44,125.42,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.030041859,0.055295
1,34,44,0.00003588,4.5,14,107.855,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.010094171,0.052067
1,34,44,0.00019262,5.5,50,124.27,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.012637343,0.05897
1,34,44,0.000098511,4.9,29,78.545,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.024380395,0.038338
1,34,44,0.000064487,3.9,5,11.285,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.016540817,0.038754
1,34,44,0.00024489,5.5,5,47.185,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.033028608,0.053336
1,34,44,0.00016613,4.1,5,10.37,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.02619651,0.029844
1,34,44,0.00011309,4.4,8,32.46,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.025891614,0.028232
1,34,44,0.000072584,4.2,5,19.605,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.020333141,0.037215
1,34,44,0.000082487,4,8,29.93,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.020820566,0.040489
1,34,44,0.00020835,6.3,50,137.265,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.037257371,0.049039
1,34,44,0.000036111,4.5,5,42.935,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.008521768,0.041784
1,34,44,0.00046625,6.3,56,146.745,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,4,100,0.048748553,0.039451
1,34,44,0.00011984,4.4,5,47.11,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.012805596,0.053013
1,34,44,0.00013753,6.2,35,107.72,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,3,100,0.017096562,0.058201
1,34,44,0.000028174,3.8,8,28.93,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.014393294,0.038132
1,34,44,0.000086814,4.7,23,80.71,262.9834254,335.3687177,463.1690302,793.9535671,793.9535671,170,3000,3000,2,100,0.010145157,0.035446
1,30,1780,0.00045719,5.7,65,88.58,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.058530691,0.062222
1,30,1780,0.000078816,4.4,65,58.8,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.029023163,0.045965
1,30,1780,0.000046498,4.5,38,59.92,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.016966038,0.062203
1,30,1780,0.000087203,4.8,35,59.49,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.029589105,0.048905
1,30,1780,0.000065066,3.8,41,58.525,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.015479292,0.054493
1,30,1780,0.000072956,3.8,32,60.34,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.033457909,0.068747
1,30,1780,0.00089057,6.8,35,95.955,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.086050792,0.069112
1,30,1780,0.00012362,5.1,38,64.36,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.044546303,0.056654
1,30,1780,0.0001148,4.1,56,54.27,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.04049497,0.04971
1,30,1780,0.000033287,4.3,38,58.33,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.009423198,0.051883
1,30,1780,0.000044813,4.1,35,58.755,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.01857719,0.060055
1,30,1780,0.00037572,4.9,41,54.325,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.065265916,0.050682
1,30,1780,0.00020063,5.8,44,82.655,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.047161875,0.05875
1,30,1780,0.00033103,5.8,80,95.245,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.107946139,0.056301
1,30,1780,0.00018165,4.7,53,62.595,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.052941626,0.062616
1,30,1780,0.00018564,4.9,62,91.37,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.059651359,0.065016
1,30,1780,0.000081125,4.3,59,56.075,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,3,504,0.028283869,0.049847
1,30,1780,0.00062567,6.4,56,92.385,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.085737739,0.050083
1,30,1780,0.00028587,4.3,53,58.71,411.4285714,558.5597381,695.4936529,931.0748924,1522.668863,180,2200,2200,4,504,0.072449817,0.058456
1,520,4060,0.00006723,5.4,56,143.175,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.004894638,0.12083
1,520,4060,0.000076101,5.6,56,138.895,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005273972,0.13399
1,520,4060,0.00008213,5,56,116.33,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.008685943,0.14925
1,520,4060,0.000064578,4.8,62,108.61,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005939847,0.12249
1,520,4060,0.000051255,4.9,47,111.025,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.008892945,0.11939
1,520,4060,0.000097128,4.8,104,136.34,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,4,153,0.008738968,0.10573
1,520,4060,0.00010548,5.2,56,113.935,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.009299812,0.16224
1,520,4060,0.000063492,5,50,133.22,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005185257,0.17454
1,520,4060,0.000053327,4.6,53,112.545,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005978596,0.12111
1,520,4060,0.000053893,5,56,112.33,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005039438,0.14094
1,520,4060,0.000151,5.2,47,118.85,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.012747472,0.15893
1,520,4060,0.00010684,4.9,59,102.49,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.011871536,0.13661
1,520,4060,0.000075062,4.7,59,109.755,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.007120678,0.10515
1,520,4060,0.00010947,4.9,53,117.56,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.008905182,0.15263
1,520,4060,0.000068283,5.3,47,135.04,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005967379,0.14147
1,520,4060,0.000072313,5.1,56,117.685,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.007349095,0.14818
1,520,4060,0.000086595,5.4,53,123.11,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005217888,0.1329
1,520,4060,0.000032196,4.5,125,132.54,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,4,153,0.004006465,0.12812
1,520,4060,0.000087472,4.9,53,111.23,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,3,153,0.005802185,0.12043
1,520,4060,0.000080346,4.8,130,139.62,81.81818182,111.1141194,143.3232556,203.4096107,252.2995223,60,520,520,4,153,0.006868808,0.14704
1,297.6,600,0.00035667,4.6,77,102.01,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.013458215,0.065758
1,297.6,600,0.00028583,4.8,71,96.87,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.02260099,0.066084
1,297.6,600,0.00031239,5.5,5,99.015,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.021100988,0.082603
1,297.6,600,0.00059333,5.2,62,128.06,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.016440885,0.058087
1,297.6,600,0.0007029,5.6,53,107.49,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.020314786,0.052367
1,297.6,600,0.00018368,4.5,68,116.73,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.015780108,0.092049
1,297.6,600,0.00043022,4.3,5,28.645,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.036162196,0.089706
1,297.6,600,0.00012851,4.3,5,25.745,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.017587046,0.065359
1,297.6,600,0.00015907,4.6,5,41.145,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.012669974,0.059012
1,297.6,600,0.00014892,4.2,5,23.62,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.019591808,0.07052
1,297.6,600,0.00024894,4.2,5,21.875,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.034885511,0.071542
1,297.6,600,0.0004632,5.6,44,139.2,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.014195469,0.075103
1,297.6,600,0.0003817,5,5,36.075,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.014973513,0.06867
1,297.6,600,0.00062028,7.4,35,137.755,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.022056462,0.077811
1,297.6,600,0.00061969,5.3,32,149.635,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.030631255,0.094134
1,297.6,600,0.0012736,5.7,32,134.185,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.051404914,0.087237
1,297.6,600,0.0008925,5.7,20,141.95,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.034681568,0.097406
1,297.6,600,0.00070197,6.1,41,142.73,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.017322939,0.095816
1,297.6,600,0.00054153,5.5,41,124.34,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.016774332,0.097931
1,297.6,600,0.00088836,6.2,44,119.235,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.0271632,0.088879
1,297.6,600,0.00051664,5.4,68,147.55,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.02763329,0.08629
1,297.6,600,0.00016117,5.2,50,97.91,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,3,156,0.018012267,0.072739
1,297.6,600,0.00070746,4.9,50,147.015,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.027878022,0.09046
1,297.6,600,0.00048006,5.1,23,144.315,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,2,156,0.020262781,0.092347
1,297.6,600,0.00044347,5,35,141.93,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.024108131,0.076869
1,297.6,600,0.00014611,4.6,50,112.04,243.6708861,288.75,304.1875165,387.6315374,401.8448763,110,560,430,4,156,0.015089761,0.080734
1,261.7,1160,0.0016084,6.5,119,123.31,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.081740452,0.065105
1,261.7,1160,0.00013161,4.8,71,88.33,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.040882462,0.058943
1,261.7,1160,0.00036123,5.5,5,59.38,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.073215624,0.06214
1,261.7,1160,0.001112,6.1,5,59.855,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.127402324,0.056836
1,261.7,1160,0.0001548,4.9,5,58.21,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.043209455,0.060814
1,261.7,1160,0.000048287,4.4,77,98.97,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.033360016,0.06561
1,261.7,1160,0.000020461,4.2,65,107.62,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.011299475,0.070752
1,261.7,1160,0.00012872,5,74,89.925,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.043126858,0.065933
1,261.7,1160,0.0005866,4.5,5,21.73,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.070913105,0.047995
1,261.7,1160,0.0003951,6,44,121.24,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.041656427,0.068652
1,261.7,1160,0.000080476,4.5,68,100.56,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.048608852,0.069472
1,261.7,1160,0.00082147,4.9,5,21.805,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.069818949,0.046374
1,261.7,1160,0.000090094,4.4,5,21.505,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.010428638,0.048338
1,261.7,1160,0.00014296,4.3,5,20.515,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.030527244,0.053149
1,261.7,1160,0.00014766,4.3,5,23.38,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.037247174,0.048223
1,261.7,1160,0.00011811,3.9,5,20.5,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.032063957,0.044528
1,261.7,1160,0.00018476,4.5,5,21.74,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.043036103,0.05262
1,261.7,1160,0.00016351,4.2,5,18.35,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.036926983,0.040524
1,261.7,1160,0.00019131,4,5,13.08,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.037556148,0.043778
1,261.7,1160,0.000064241,3.7,5,20.54,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.011356579,0.056819
1,261.7,1160,0.00029878,3.8,5,15.825,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.080897146,0.046508
1,261.7,1160,0.000058287,4.2,5,27.235,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.011683908,0.056941
1,261.7,1160,0.00020134,3.9,5,16.07,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.045066358,0.047323
1,261.7,1160,0.00090957,6.6,38,134.935,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.091133058,0.062096
1,261.7,1160,0.0004994,5.7,32,133.45,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.042301907,0.066036
1,261.7,1160,0.00097614,5.8,17,131.75,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.031055457,0.066575
1,261.7,1160,0.00095894,5.9,35,118.86,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.100183039,0.0555
1,261.7,1160,0.00039741,6.2,44,105.41,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.029579928,0.065226
1,261.7,1160,0.0011486,6.1,20,131.725,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,2,108,0.064042257,0.057672
1,261.7,1160,0.0002864,5.4,68,119.05,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.05220947,0.054371
1,261.7,1160,0.000065582,4.9,26,127.9,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.008546242,0.059354
1,261.7,1160,0.000061296,4.9,53,109.5,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.011660455,0.066534
1,261.7,1160,0.000020778,4.1,59,124.07,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.009400764,0.052312
1,261.7,1160,0.00025788,5.3,59,93.48,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.034508216,0.056182
1,261.7,1160,0.00089579,6.3,47,100.245,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.091366573,0.057413
1,261.7,1160,0.000064003,4.5,50,108.88,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.010016672,0.067545
1,261.7,1160,0.000066442,4.3,77,90.615,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.010597911,0.059899
1,261.7,1160,0.000027704,4.6,50,97.685,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,3,108,0.009492538,0.061789
1,261.7,1160,0.000091051,4.6,50,90.675,228.2442748,371.0586793,444.2505835,537.4075872,545.8868158,130,680,680,4,108,0.029802226,0.062727
1,100,628.6,0.000020006,4.3,20,80.51,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,4,200,0.006025503,0.057929
1,100,628.6,0.00015175,5.1,38,102.65,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,1,200,0.016331775,0.056551
1,100,628.6,0.000018911,4,44,103.85,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,1,200,0.004755956,0.05639
1,100,628.6,0.000095384,4.7,44,118.185,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,1,200,0.025484748,0.065627
1,100,628.6,0.000025951,4.4,32,143.81,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,4,200,0.006901439,0.070004
1,100,628.6,0.000092963,4.4,29,82.765,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,4,200,0.020938853,0.057221
1,100,628.6,0.000037495,4.3,11,68.02,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,2,200,0.007298109,0.044462
1,100,628.6,0.00033071,4.7,41,45.815,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,4,200,0.037321613,0.040107
1,100,628.6,0.000038964,4.3,8,123.54,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,2,200,0.005351471,0.05703
1,100,628.6,0.000027528,4.1,41,107.71,120.5355494,185.3433295,234.5833856,374.7389719,607.4680031,107,1603,1603,1,200,0.010011574,0.065156
1,46,171.3,0.000056964,4.7,56,97.14,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.009814769,0.064209
1,46,171.3,0.00011186,5,101,144.08,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.028914053,0.064624
1,46,171.3,0.00012583,5.2,56,108.13,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.010316469,0.065926
1,46,171.3,0.00014138,5.4,41,147.5,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.00819342,0.061486
1,46,171.3,0.000027517,5,59,99.26,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.004954801,0.063628
1,46,171.3,0.000046505,5,56,88.87,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.006565953,0.059976
1,46,171.3,0.000030452,4.8,56,97.74,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.005883763,0.051745
1,46,171.3,0.000035075,5.1,113,118.72,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.007027884,0.055695
1,46,171.3,0.000093544,4.9,53,97.2,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.011581937,0.064375
1,46,171.3,0.000045606,4.6,53,95.615,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.006726048,0.063932
1,46,171.3,0.000031989,4.7,77,110.88,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.014650263,0.055004
1,46,171.3,0.000087394,5.5,135,141.44,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.00578383,0.056544
1,46,171.3,0.00018137,5.1,50,120.05,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.014362703,0.044189
1,46,171.3,0.000023704,4.3,95,147.605,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.010970107,0.059269
1,46,171.3,0.00016506,5.5,113,126.48,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.008009871,0.054793
1,46,171.3,0.000067501,4.8,53,108.325,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.005377983,0.062423
1,46,171.3,0.000053464,4.9,104,112.94,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.006091785,0.05764
1,46,171.3,0.000019411,4.1,71,111.405,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,4,100,0.009758684,0.046666
1,46,171.3,0.000085911,5.4,56,129.25,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.004513264,0.065506
1,46,171.3,0.00011658,4.6,20,68.33,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,2,100,0.040727466,0.058819
1,46,171.3,0.00019745,6.1,50,144.47,188.5245902,310.8108108,410.65637,681.7270556,681.7270556,100,2100,1700,3,100,0.013123748,0.073546
1,339.9,1100,0.000090081,4,50,84.25,126,219.1428684,254.6087327,311.1583698,314.4844786,90,470,400,4,105,0.009155012,0.067864
1,339.9,1100,0.00020023,5.5,35,103.615,126,219.1428684,254.6087327,311.1583698,314.4844786,90,470,400,3,105,0.013088058,0.083197
